title;Marca;Preco_Normal;Preco_Desconto;Preco_Anterior;Desconto;Categoria
Jabón líquido cremoso doypack 1,5 L;Bellekiss;1859;0;0;0;belleza-y-cuidado-personal
Jabón líquido avena doypack 1,5 L;Bellekiss;1859;0;0;0;belleza-y-cuidado-personal
Jabón líquido coco vainilla doypack 1,5 L;Bellekiss;1859;0;0;0;belleza-y-cuidado-personal
Hamburguesa de vacuno Mastodonte 185 g;La Crianza;1859;0;0;0;congelados
Margarina 500 g;Soprole;1859;0;0;0;lacteos
Leche Danone Moments Cappuccino 1 L;Danone;1829;0;0;0;lacteos
Leche proteína semidescremada natural 1 L;Soprole;1829;0;0;0;lacteos
Leche cultivada light 0% + fibra chirimoya 1 L;Colun;1819;0;0;0;lacteos
Leche cultivada light 0% + fibra frutilla 1 L;Colun;1819;0;0;0;lacteos
Limón sutil malla 500 g;Frutas Y Verduras Propias;1790;0;0;0;verduras
Leche extra proteína 1 L;Loncoleche;1789;0;0;0;lacteos
Leche Loncoleche cappucino proteína 1 L;Loncoleche;1789;0;0;0;lacteos
Leche proteína chocolate 1 L;Loncoleche;1789;0;0;0;lacteos
Pack 4 un, Jalea frambuesa 100 g;Regimel;1779;0;0;0;lacteos
Pack 4 un, Jalea arándano 100 g;Regimel;1779;0;0;0;lacteos
Nugget popcorn pollo mantequilla 300 g;Super Pollo;1769;0;0;0;congelados
Jabón líquido castaña 500 ml;Simond'S;1759;0;0;0;belleza-y-cuidado-personal
Churrascos de Vacuno Receta del Abuelo 120 g;Receta Del Abuelo;1759;0;0;0;congelados
Pack 6 un, Probióticos mora 90 ml;Calan;1759;0;0;0;lacteos
Pack 6 un, Probióticos frutilla 90 ml;Calan;1759;0;0;0;lacteos
Espinaca congelada 500 g;Cuisine & Co;1750;0;0;0;congelados
Yoghurt batido light natural 900 g;Light & Free;1749;0;0;0;lacteos
Yoghurt light and free vainilla bolsa 900 g;Danone;1749;0;0;0;lacteos
Jabón original blanco barra 90 g;Dove;1739;0;0;0;belleza-y-cuidado-personal
Jabón en barra blanco exfoliante 90 g;Dove;1739;0;0;0;belleza-y-cuidado-personal
Toallas higiénicas Ladysoft nocturna tela ultraseca 8 un,;Ladysoft;1729;0;0;0;belleza-y-cuidado-personal
Base Arvejado 400 g;Frutos Del Maipo;1729;0;0;0;congelados
Shampoo Daily Care limpieza profunda 410 ml;Simond'S;1699;0;0;0;belleza-y-cuidado-personal
Cepillo dental doble acción 6M 2 un,;Duralón;1699;0;0;0;belleza-y-cuidado-personal
Jabón líquido Creme Soft 250 ml;Nivea;1699;0;0;0;belleza-y-cuidado-personal
