title;Marca;Preco_Normal;Preco_Desconto;Preco_Anterior;Desconto;Categoria
Pack 12 un, Leche sin lactosa semidescremada 1 L;Cuisine & Co;11868;0;0;0;lacteos
Pack 12 un, Leche entera 100% natural 1 L;Soprole;11268;0;0;0;lacteos
Pack 12 un, Leche semidescremada 100% natural 1 L;Soprole;11268;0;0;0;lacteos
Pack 12 un, Leche descremada 100% natural 1 L;Soprole;11268;0;0;0;lacteos
Leche en Polvo Nido Forticrece Sin lactosa 840g;Nido;10599;0;0;0;lacteos
Pack 12 un, Leche entera 1 L;Cuisine & Co;10188;0;0;0;lacteos
Pack 12 un, Leche semidescremada 1 L;Cuisine & Co;10188;0;0;0;lacteos
Pack 12 un, leche descremada 1 L c/u;Cuisine & Co;10188;0;0;0;lacteos
Churrascos de asiento 720 g;Cuisine & Co;9979;0;0;0;congelados
Hamburguesas vacuno caja 10 un, 1 kg;La Crianza;9659;0;0;0;congelados
Hamburguesas vacuno light caja 10 un, 1 kg;La Crianza;9659;0;0;0;congelados
Leche en polvo entera 1440 g;Colun;8969;0;0;0;lacteos
Hamburguesa vacuno congelada 1 kg;Cuisine & Co;8490;0;0;0;congelados
Leche en Polvo Svelty Sin lactosa Descremada 800g;Svelty;8429;0;0;0;lacteos
Pañal adulto Tena Pants nocturno L 8 unid,;Tena;8199;0;0;0;belleza-y-cuidado-personal
Pañal adulto Tena Pants nocturno M 8 unid,;Tena;8199;0;0;0;belleza-y-cuidado-personal
Leche en Polvo Svelty Colágeno Sin Lactosa 500g;Svelty;7999;0;0;0;lacteos
Shampoo limpieza renovadora 1 L;Head & Shoulders;7990;0;0;0;belleza-y-cuidado-personal
Naranja jugo malla 3 kg;Sofruco;7990;0;0;0;frutas
Enjuague bucal Cool Mint Zero alcohol 1 L;Listerine;7989;0;0;0;belleza-y-cuidado-personal
Leche polvo sin lactosa 800 g;Loncoleche;7899;0;0;0;lacteos
Pack 6 un, Leche chocolate 1 L;Cuisine & Co;7674;0;0;0;lacteos
Pollo asado kg;Cuisine & Co;7485;0;0;0;comidas-preparadas
Mix empanadas cocktail 720 g;Cuisine & Co;7450;0;0;0;comidas-preparadas
Leche en polvo entera 900 g;Nido;7199;0;0;0;lacteos
Nuggets de Pollo Receta del Abuelo 1 kg;Receta Del Abuelo;7090;0;0;0;congelados
Enjuague bucal Cool Mint Zero alcohol 500 ml + 250 ml;Listerine;6869;0;0;0;belleza-y-cuidado-personal
Pasta dental Total 12 clean mint 3 un, 75 ml;Colgate;6790;0;0;0;belleza-y-cuidado-personal
Leche polvo extra calcio descremada 800 g;Calo;6769;0;0;0;lacteos
Pizza Pepperoni congelada 700 g;La Crianza;6590;0;0;0;comidas-preparadas
Pack 6 un, Leche semidescremada sin lactosa 1 L;Surlat;6534;0;0;0;lacteos
Pack 6 un, Leche descremada sin lactosa 1 L;Surlat;6534;0;0;0;lacteos
Hamburguesa vacuno 900 g;San Jorge;6390;0;0;0;congelados
Leche en Polvo Svelty Descremada 800g;Svelty;6229;0;0;0;lacteos
Pack 6 un, Leche semidescremada 1 L;Surlat;5934;0;0;0;lacteos
Pack 6 un, Leche entera;Surlat;5934;0;0;0;lacteos
Pack 6 un, Leche descremada 1 L;Surlat;5934;0;0;0;lacteos
Papa malla 5 kg;Jumbo;5850;0;0;0;verduras
Huevos medianos blancos bandeja 30 un,;Cuisine & Co;5719;0;0;0;lacteos
Shampoo Hidra Hialurónico 680 ml;Elvive;5589;0;0;0;belleza-y-cuidado-personal
Leche polvo instantánea 26 mg 900 g;Calo;5419;0;0;0;lacteos
Helado lúcuma manjar 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado menta con choco chips 1,42 L;Turkey Hill;5399;0;0;0;congelados
Helado de frambuesas a la crema 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado de tronco de castaña 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado banana split 1,42 L;Turkey Hill;5399;0;0;0;congelados
Helado tres leches 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Postre helado plátano manjar 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado brownie 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado suspiro limeño 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado de pie de limón 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado papayas a la crema 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado chocolate holandés con marshmallows 1,65 L;Turkey Hill;5399;0;0;0;congelados
Helado chocolate nuss 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Postre helado Cookies & Cream 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Helado mangos a la crema 1 L;San Francisco De Loncomilla;5399;0;0;0;congelados
Puré de Papas Maggi 1kg;Maggi;5399;0;0;0;instantaneos-y-sopas
Pasta dental Luminous White brilliant 125 ml;Colgate;5390;0;0;0;belleza-y-cuidado-personal
Empanada de pino casera 2 un,;Bredenmaster;5390;0;0;0;comidas-preparadas
Leche en polvo entera 900 g;Colun;5389;0;0;0;lacteos
Leche en polvo descremada 800 g;Colun;5389;0;0;0;lacteos
Huevos color gallina libre 20 un,;Cuisine & Co;5349;0;0;0;lacteos
Helado menta chips 900 ml;Bravissimo;5329;0;0;0;congelados
Leche polvo descremada 800 g;Calo;5249;0;0;0;lacteos
Nuggets de pollo 1 kg;Super Pollo;5190;0;0;0;congelados
Leche en Polvo Ideal Instantánea 900g;Ideal;5189;0;0;0;lacteos
Shampoo Bambú 400 ml + Bálsamo 400 ml;Pantene;5090;0;0;0;belleza-y-cuidado-personal
Helado 0% azúcar vainilla 1 L;San Francisco De Loncomilla;5049;0;0;0;congelados
Helado 0% azúcar chocolate 1 L;San Francisco De Loncomilla;5049;0;0;0;congelados
Helado 0% azúcar frutos del bosque 1 L;San Francisco De Loncomilla;5049;0;0;0;congelados
Profiteroles 6/p 500 g;Solo Italia;4999;0;0;0;comidas-preparadas
Stracciatella 6/p 500 g;Solo Italia;4999;0;0;0;comidas-preparadas
Agua Micelar 400 ml Skin Active;Garnier;4990;0;0;0;belleza-y-cuidado-personal
Pack 2 un, Desodorante spray Sensitive protect 150 ml;Nivea;4899;0;0;0;belleza-y-cuidado-personal
Nuggets de pollo Ready 1 kg;Cuisine & Co;4899;0;0;0;congelados
Margarina 1 kg;Sureña;4849;0;0;0;lacteos
Helado La Cremería Brownie 1L;Savory;4819;0;0;0;congelados
Helado La Cremería Papayas a la Crema 1L;Savory;4819;0;0;0;congelados
Helado Sahne Nuss 900ml;Sahne Nuss;4819;0;0;0;congelados
Helado La Cremería Brownie Frambuesa 1L;Savory;4819;0;0;0;congelados
Helado tres leches 1 L;Savory;4819;0;0;0;congelados
Helado La Cremería Maracuyá 1L;Savory;4819;0;0;0;congelados
