title;Marca;Preco_Normal;Preco_Desconto;Preco_Anterior;Desconto;Categoria
Bebida láctea multipack frambuesa 12 un, 80 ml;Chamyto;3929;0;0;0;lacteos
Manteca Delicias 1 kg;Soprole;3929;0;0;0;lacteos
Pasta dental 3DWhite 2 un, 100 g;Oral-B;3899;0;0;0;belleza-y-cuidado-personal
Waffle estilo casero 350 g;Zole;3890;0;0;0;congelados
Helado multipack Suny 350 ml;Bresler;3869;0;0;0;congelados
Barra de fruta lúcuma manjar 6 x 60 g c/u;Guallarauco;3829;0;0;0;congelados
Barra de fruta frambuesa 6 x 60 g c/u;Guallarauco;3829;0;0;0;congelados
Barra de fruta mango 6 x 60 g c/u;Guallarauco;3829;0;0;0;congelados
Barra de fruta tropical 360 g;Guallarauco;3829;0;0;0;congelados
Barra de fruta chirimoya 6 x 60 g c/u;Guallarauco;3829;0;0;0;congelados
Empanada queso jamón 2 un,;Bredenmaster;3790;0;0;0;comidas-preparadas
Pasta dental Triple Acción menta original 2 un, 150 ml c/u;Colgate;3789;0;0;0;belleza-y-cuidado-personal
Nargarina con sal 1 kg;Qualy;3779;0;0;0;lacteos
Puré de papas 1 kg;Máxima MP;3779;0;0;0;instantaneos-y-sopas
Saborizante para leche Nesquik Chocolate Sin Azúcar Añadida Tarro 350g;Nesquik;3769;0;0;0;lacteos
Mix smoothie Minuto Verde red antioxidante 500 g;Minuto Verde;3729;0;0;0;congelados
Empanada queso chanco 2 un,;Bredenmaster;3690;0;0;0;comidas-preparadas
Postre Helado Sahne Nuss 1L;Sahne Nuss;3689;0;0;0;congelados
Protectores protección con perfume 100 un,;Carefree;3659;0;0;0;belleza-y-cuidado-personal
Pack 12 un, Probiótico defensas con bombilla sabor frutilla 80 ml;Soprole;3649;0;0;0;lacteos
Jabón íntimo Sensitiv 200 ml;Nosotras;3639;0;0;0;belleza-y-cuidado-personal
Saborizante para leche Nestlé Cacao Dark 230g;Nestlé;3599;0;0;0;lacteos
Empanada napolitana 2 un,;Bredenmaster;3590;0;0;0;comidas-preparadas
Empanada pollo 2 un,;Bredenmaster;3590;0;0;0;comidas-preparadas
Mix berries congelado 400 g;Cuisine & Co;3559;0;0;0;congelados
Mantequilla untable con sal 350 g;Calo;3549;0;0;0;lacteos
Protectores diarios todos los días 100 un,;Carefree;3499;0;0;0;belleza-y-cuidado-personal
Máquinas de afeitar Venus Simply3 2 un,;Gillette;3499;0;0;0;belleza-y-cuidado-personal
Arrollado primavera de cerdo 400 g;Alimentos Shen;3499;0;0;0;congelados
Pasta dental Triple Acción menta original 3 un, 75 ml c/u;Colgate;3490;0;0;0;belleza-y-cuidado-personal
Pasta dental Triple Acción xtra frescura 2 un, 90 g c/u;Colgate;3490;0;0;0;belleza-y-cuidado-personal
Pasta dental Kids Fresantástico 3 un, 50 g c/u;Colgate;3490;0;0;0;belleza-y-cuidado-personal
Pasta fresca gnocchi de papa Rana 500 g;Rana;3490;0;0;0;comidas-preparadas
Protectores diarios Ladysoft tela suave 100 un,;Ladysoft;3429;0;0;0;belleza-y-cuidado-personal
Bombón Helado Sahne Nuss Chocolate 225ml;Sahne Nuss;3429;0;0;0;congelados
Arrollado napolitano jamón queso 400 g;Alimentos Shen;3399;0;0;0;congelados
Mango congelado 500 g;Cuisine & Co;3359;0;0;0;congelados
Cepillo dental Oral-B Indicator Extra Soft 2 un,;Oral-B;3290;0;0;0;belleza-y-cuidado-personal
Papas duquesas 1 kg;Cuisine & Co;3290;0;0;0;congelados
Frutos del Bosque 400 g;Minuto Verde;3290;0;0;0;congelados
Ravioles ricotta espinaca 250 g;Cuisine & Co;3290;0;0;0;comidas-preparadas
Ravioles carne 250 g;Cuisine & Co;3290;0;0;0;comidas-preparadas
Sorrentinos capresse 250 g;Cuisine & Co;3290;0;0;0;comidas-preparadas
Panzotti ricotta mozzarella jamón 250 g;Cuisine & Co;3290;0;0;0;comidas-preparadas
Nuggets Plan Based 300 g;La Crianza;3259;0;0;0;congelados
Bombón Helado Savory Pura Fruta Frambuesa Chocolate amargo 225ml;Savory;3250;0;0;0;congelados
Desodorante original femenino barra 50 g;Dove;3249;0;0;0;belleza-y-cuidado-personal
Desodorante Dermo Aclarant barra 50 g;Dove;3249;0;0;0;belleza-y-cuidado-personal
Postre helado Charlot frambuesa 1 L;Savory;3239;0;0;0;congelados
Postre helado Charlot vainilla 1 L;Savory;3239;0;0;0;congelados
Postre helado Charlot tres leches 1 L;Savory;3239;0;0;0;congelados
Protector diario Kotex 100 un,;Kotex;3199;0;0;0;belleza-y-cuidado-personal
Desodorante barra Invisible Dry 50 g;Dove Men;3199;0;0;0;belleza-y-cuidado-personal
Nugget de verdura 400 g;La Crianza;3199;0;0;0;congelados
Empanada raviolera queso 552 g;Cuisine & Co;3190;0;0;0;congelados
Empanada pino 2 un,;Bredenmaster;3190;0;0;0;comidas-preparadas
Ñoquis de papa 500 g;Cuisine & Co;3190;0;0;0;comidas-preparadas
Ñoquis Tricolor 500 g;Cuisine & Co;3190;0;0;0;comidas-preparadas
Crema dental active white 160 g;Aquafresh;3179;0;0;0;belleza-y-cuidado-personal
