title;Marca;Preco_Normal;Preco_Desconto;Preco_Anterior;Desconto;Categoria
Postre Prestigio Mousse 80g;Nestlé;0;0;0;0;lacteos
Leche polvo semi descremada 800 g;Calo;0;0;0;0;lacteos
Leche Milo 200ml;Nestlé;0;0;0;0;lacteos
Pack 6 un, Bebida láctea manzana 80 ml;Nestlé;0;0;0;0;lacteos
Huevos extra blancos 12 un,;Cintazul;0;0;0;0;lacteos
Yoghurt Protein Plus probiótico frutilla 130 g;Colun;0;0;0;0;lacteos
Bocado con salsa de chocolate 120 g;Soprole;0;0;0;0;lacteos
Bocado con salsa de berries 120 g;Soprole;0;0;0;0;lacteos
Mantequilla ultra light Quillayes 200 g;Quillayes;0;0;0;0;lacteos
Yoghurt probiótico y vitamina D frutilla 120 g;Soprole Activ;0;0;0;0;lacteos
Yoghurt probiótico y vitamina D chirimoya 120 g;Soprole Activ;0;0;0;0;lacteos
Yoghurt light & fre SKYR berries 140 g;Danone;0;0;0;0;lacteos
Yoghurt Goodnes Skyr Frutilla 140g;Nestlé;0;0;0;0;lacteos
Yoghurt light & fre SKYR durazno 140 g;Danone;0;0;0;0;lacteos
Huevos Plus Omega 3 6 unid;Omega 3;0;0;0;0;lacteos
Yoghurt probiótico y vitamina D vainilla 120 g;Soprole Activ;0;0;0;0;lacteos
Leche cultivada light 0% + fibra frutilla 1 L;Colun;0;0;0;0;lacteos
Esparrago verde 340 g;Frutas Y Verduras Propias;0;0;0;0;verduras
Lechuga lollo rossa hidropónica unid;Frutas Y Verduras Propias;0;0;0;0;verduras
Ensalada toscana bolsa 300 g;Dole;0;0;0;0;verduras
Apio en bastones bolsa 500 g;Dole;0;0;0;0;verduras
Ensalada corazón de costina bolsa 3 un,;Dole;0;0;0;0;verduras
Sopa Maggi Caracolitos 76g;Maggi;0;0;0;0;instantaneos-y-sopas
Crema de esparragos 68 g;Santa Isabel;0;0;0;0;instantaneos-y-sopas
Sopa instantánea con fideos sabor pollo 65 g;Traverso;0;0;0;0;instantaneos-y-sopas
Sopa instantánea con fideos sabor carne 65 g;Traverso;0;0;0;0;instantaneos-y-sopas
Pizza americana 4 quesos congelada 650 g;Cuisine & Co;0;0;0;0;comidas-preparadas
Pizza pollo barbecue 445 g;Cuisine & Co;0;0;0;0;comidas-preparadas
Tiramisú 6/p 500 g;Solo Italia;0;0;0;0;comidas-preparadas
Leche Trencito Chocolate 200ml;Nestlé;0;399;475;76;lacteos
Hamburguesa de vacuno 90 g;Super Beef;0;529;649;120;congelados
Hamburguesa vegana de garbanzos 100 g;Minuto Verde;0;719;849;130;congelados
Hamburguesa vegana de lentejas 100 g;Minuto Verde;0;719;849;130;congelados
Hamburguesa vegana de porotos 100 g;Minuto Verde;0;719;849;130;congelados
Hamburguesa vacuno 90 g;San Jorge;0;549;689;140;congelados
Notmilk chocolate 200 ml;Not Milk;0;639;799;160;lacteos
