title;Marca;Preco_Normal;Preco_Desconto;Preco_Anterior;Desconto;Categoria
Pollo apanado 100 g;PF;589;0;0;0;congelados
Sémola con Leche Nestlé Salsa de Caramelo 135g;Nestlé;585;0;0;0;lacteos
Leche Moments cappuccino 200 ml;Danone;585;0;0;0;lacteos
Leche saborizada Danone Moments Moca 200 ml;Danone;585;0;0;0;lacteos
Yoghurt proteína frutilla 155 g;Soprole;579;0;0;0;lacteos
Yoghurt proteína natural endulzado 155 g;Soprole;579;0;0;0;lacteos
Yoghurt proteína chirimoya 155 g;Soprole;579;0;0;0;lacteos
Yoghurt proteína maracuyá 155 g;Soprole;579;0;0;0;lacteos
Yoghurt proteína vainilla 155 g;Soprole;579;0;0;0;lacteos
Sopa Come bien Vivebien pollo con fideos 60 g;Maggi;579;0;0;0;instantaneos-y-sopas
Crema Maggi Vive Bien de Espárragos 64g;Maggi;579;0;0;0;instantaneos-y-sopas
Sopa Come bien Vivebien costilla 56 g;Maggi;579;0;0;0;instantaneos-y-sopas
Yoghurt sin azúcar chía trozos arándano 155 g;Soprole;575;0;0;0;lacteos
Postre Nestlé Leche Asada 120g;Nestlé;569;0;0;0;lacteos
Perejil un,;Frutas Y Verduras Propias;560;0;0;0;verduras
Yoghurt con trozos de fruta Danone frutos del Bosque 150 g;Oikos;559;0;0;0;lacteos
Yoghurt con trozos de fruta frutilla 150 g;Oikos;559;0;0;0;lacteos
Yoghurt con trozos de fruta Danone colchón de frutas papaya 150 g;Oikos;559;0;0;0;lacteos
Yoghurt triple zero frutos rojos 150 g;Activia;555;0;0;0;lacteos
Yogurt Triple Zero durazno 150 g;Activia;555;0;0;0;lacteos
Yoghurt proteína frutilla 140 g;Loncoleche;549;0;0;0;lacteos
Yoghurt proteína natural endulzado 140 g;Loncoleche;549;0;0;0;lacteos
Rebozado de pollo 100 g;Sadia;519;0;0;0;congelados
Leche proteína chocolate 200 ml;Soprole;515;0;0;0;lacteos
Bebida láctea Yogu Yogu sabor mora 200 ml;Yogu - Yogu;505;0;0;0;lacteos
Bebida láctea Yogu Yogu sabor frutilla 200 ml;Yogu - Yogu;505;0;0;0;lacteos
Bebida láctea Yogu Yogu sabor chirimoya 200 ml;Yogu - Yogu;505;0;0;0;lacteos
Bebida Láctea Loncoleche Shake Shake sabor Manjar 170 cc;Loncoleche;505;0;0;0;lacteos
Bebida láctea Yogu Yogu sabor damasco 200 ml;Yogu - Yogu;505;0;0;0;lacteos
Bebida Láctea Loncoleche Shake Shake sabor Chocolate 170 cc;Loncoleche;505;0;0;0;lacteos
Leche light chocolate 200 ml;Colun;495;0;0;0;lacteos
Yoghurt griego light berries 120 g;Colun;495;0;0;0;lacteos
Ciboulette display 20 g;Frutas Y Verduras Propias;490;0;0;0;verduras
Leche Cultivada Colun Light con Fibra Chirimoya 180 cc;Colun;485;0;0;0;lacteos
Leche descremada sin lactosa 200 ml;Colun;485;0;0;0;lacteos
Leche Cultivada Colun Light con Fibra Frutilla 180 ml;Colun;485;0;0;0;lacteos
Yoghurt Goodnes Sabor Frutilla 140g;Nestlé;469;0;0;0;lacteos
Yoghurt Goodnes Natural endulzado 140g;Nestlé;469;0;0;0;lacteos
Yoghurt Goodnes Sabor Vainilla 140g;Nestlé;469;0;0;0;lacteos
Leche semidescremada sabor chocolate 200 ml;Colun;465;0;0;0;lacteos
Yoghurt con trozos de fruta papaya 110 g;Oikos;459;0;0;0;lacteos
Yoghurt griego trozos frutilla 110 g;Oikos;459;0;0;0;lacteos
Yoghurt con trozos de fruta durazno 110 g;Oikos;459;0;0;0;lacteos
Yoghurt con trozos de fruta Danone coco rallado 110 g;Oikos;459;0;0;0;lacteos
Yoghurt griego proteína durazno;Quillayes;455;0;0;0;lacteos
Yoghurt griego proteína berries;Quillayes;455;0;0;0;lacteos
Levadura fresca 38 g;Lefersa;449;0;0;0;lacteos
Ají verde granel;Frutas Y Verduras Propias;449;0;0;0;verduras
Yoghurt batido natural 150 g;Oikos;445;0;0;0;lacteos
Leche semidescremada chocolate 200 ml;Soprole;445;0;0;0;lacteos
Leche semidescremada frutilla 200 ml;Soprole;445;0;0;0;lacteos
Leche semidescremada sin lactosa chocolate 200 ml;Zerolacto;445;0;0;0;lacteos
Leche receta original chocolate 200 ml;Soprole;445;0;0;0;lacteos
Verduras surtidas paquete 120 g;Frutas Y Verduras Propias;439;0;0;0;verduras
Sopa pollo fideos 55 g;Naturezza;439;0;0;0;instantaneos-y-sopas
Crema de champiñones 60 g;Naturezza;439;0;0;0;instantaneos-y-sopas
Sopa posta cabello 55 g;Naturezza;439;0;0;0;instantaneos-y-sopas
Crema espárragos 65 g;Naturezza;439;0;0;0;instantaneos-y-sopas
Sopa costilla fideos 55 g;Naturezza;439;0;0;0;instantaneos-y-sopas
Crema choclo 60 g;Naturezza;439;0;0;0;instantaneos-y-sopas
Leche descremada 200 ml;Colun;429;0;0;0;lacteos
Leche semidescremada 200 ml;Colun;429;0;0;0;lacteos
Yoghurt semidescremado sin lactosa trozo papaya 120 g;Loncoleche;425;0;0;0;lacteos
Levadura fresca 38 g;Collico;409;0;0;0;lacteos
Yoghurt griego light papaya Quillayes 110 g;Quillayes;405;0;0;0;lacteos
Yoghurt griego light berries Quillayes 110 g;Quillayes;405;0;0;0;lacteos
Compota Nestlé Manzana 120g;Nestlé;405;0;0;0;lacteos
Yoghurt griego light frutilla Quillayes 110 g;Quillayes;405;0;0;0;lacteos
Compota Nestlé Pera 120g;Nestlé;405;0;0;0;lacteos
Yoghurt triple zero ciruela 120 g;Activia;375;0;0;0;lacteos
Yoghurt natural no endulzado 120 g;Colun;355;0;0;0;lacteos
Yoghurt griego natural 110 g;Oikos;349;0;0;0;lacteos
Leche chocolate 200 ml;Cuisine & Co;349;0;0;0;lacteos
Jalea piña 110 g;Soprole;335;0;0;0;lacteos
Jalea naranja 110 g;Soprole;335;0;0;0;lacteos
Flan Nestlé Vainilla 110g;Nestlé;329;0;0;0;lacteos
Sopa de costillas 60 g;Santa Isabel;319;0;0;0;instantaneos-y-sopas
Sopa de pollo con fideos 70 g;Santa Isabel;319;0;0;0;instantaneos-y-sopas
Sopa de caracolitos 76 g;Santa Isabel;319;0;0;0;instantaneos-y-sopas
