title;Marca;Preco_Normal;Preco_Desconto;Preco_Anterior;Desconto;Categoria
Leche descremada natural 1 L;Soprole;939;0;0;0;lacteos
Cocoa dulce en polvo 200 g;Copacabana;939;0;0;0;lacteos
Pimiento verde un,;Frutas Y Verduras Propias;930;0;0;0;verduras
Churrasco de vacuno 90 g;King;899;0;0;0;congelados
Mix de Pimentones 150 g;Frutos Del Maipo;899;0;0;0;congelados
Leche entera cremosa 1 L;Soprole;899;0;0;0;lacteos
Manzana Royal Gala granel;Frutas Y Verduras Propias;895;0;0;0;frutas
Brotes de brócoli 70 g;Agrosano;890;0;0;0;verduras
Leche capuccino light sin lactosa 330 cc;Colun;879;0;0;0;lacteos
Leche capuccino sin lactosa 330 cc;Colun;879;0;0;0;lacteos
Leche café caramelo sin lactosa 330 cc;Colun;879;0;0;0;lacteos
Crema Maggi de la Huerta Espinaca Puerro Ciboulette 42g 2 porciones;Maggi;869;0;0;0;instantaneos-y-sopas
Crema Maggi de la Huerta Champiñones 42g 2 porciones;Maggi;869;0;0;0;instantaneos-y-sopas
Crema Maggi de la Huerta Zapallo Jengibre 42g 2 porciones;Maggi;869;0;0;0;instantaneos-y-sopas
Lomitos fiesta 90 g;Super Cerdo;859;0;0;0;congelados
Lechuga española un,;Frutas Y Verduras Propias;850;0;0;0;verduras
Lechuga francesa un,;Frutas Y Verduras Propias;850;0;0;0;verduras
Cebolla picada congelada 250 g;Cuisine & Co;849;0;0;0;congelados
Leche entera 1 L;Cuisine & Co;849;0;0;0;lacteos
Leche semidescremada 1 L;Cuisine & Co;849;0;0;0;lacteos
Leche descremada 1 L;Cuisine & Co;849;0;0;0;lacteos
Naranja granel;Frutas Y Verduras Propias;845;0;0;0;frutas
Cebolla morada granel;Frutas Y Verduras Propias;845;0;0;0;verduras
Hamburguesa de vacuno congelada 100 g;Cuisine & Co;819;0;0;0;congelados
Hamburguesa de soya 100 g;Mister Veggie;799;0;0;0;congelados
Sofrito 150 g;Frutos Del Maipo;790;0;0;0;congelados
Cacao dulce en polvo 200 g;Marco Polo;759;0;0;0;lacteos
Berenjena un,;Frutas Y Verduras Propias;750;0;0;0;verduras
Sofrito con Ajo 150 g;Minuto Verde;749;0;0;0;congelados
Sofrito apio tomate 150 g;Frutos Del Maipo;749;0;0;0;congelados
Crema de Alcachofas Gourmet 53 g;Gourmet;749;0;0;0;instantaneos-y-sopas
Papa granel;Frutas Y Verduras Propias;695;0;0;0;verduras
